,Data,Residuo,Quantidade,Tecnologia,Unnamed: 4,Unnamed: 5,ano,mes
2647,2022-02-03,180111(*),0.46,Aterro,,,2022,2
2648,2022-02-03,180101(*),0.03,Autoclave,,,2022,2
2649,2022-02-04,180111(*),0.33,Aterro,,,2022,2
2650,2022-02-04,180101(*),0.03,Autoclave,,,2022,2
2651,2022-02-07,180111(*),0.3,Aterro,,,2022,2
2652,2022-02-07,180101(*),0.0,Autoclave,,,2022,2
2653,2022-02-08,180111(*),0.33,Aterro,,,2022,2
2654,2022-02-08,180101(*),0.01,Autoclave,,,2022,2
2655,2022-02-09,180111(*),0.34,Aterro,,,2022,2
2656,2022-02-09,180101(*),0.02,Autoclave,,,2022,2
2657,2022-02-10,180111(*),0.26,Aterro,,,2022,2
2658,2022-02-10,180101(*),0.04,Autoclave,,,2022,2
2659,2022-02-10,180111(*),0.29,Aterro,,,2022,2
2660,2022-02-10,180101(*),0.01,Autoclave,,,2022,2
2661,2022-02-10,180111(*),0.31,Aterro,,,2022,2
2662,2022-02-10,180101(*),0.05,Autoclave,,,2022,2
2663,2022-02-14,180111(*),0.28,Aterro,,,2022,2
2664,2022-02-14,180101(*),0.03,Autoclave,,,2022,2
2665,2022-02-14,180111(*),0.31,Aterro,,,2022,2
2666,2022-02-15,180111(*),0.36,Aterro,,,2022,2
2667,2022-02-15,180101(*),0.06,Autoclave,,,2022,2
2668,2022-02-16,180111(*),0.25,Aterro,,,2022,2
2669,2022-02-16,180101(*),0.03,Autoclave,,,2022,2
2670,2022-02-17,180111(*),0.33,Aterro,,,2022,2
2671,2022-02-17,180101(*),0.02,Autoclave,,,2022,2
2672,2022-02-17,180111(*),0.3,Aterro,,,2022,2
2673,2022-02-18,180111(*),0.27,Aterro,,,2022,2
2674,2022-02-18,180101(*),0.02,Autoclave,,,2022,2
2675,2022-02-22,180111(*),0.26,Aterro,,,2022,2
2676,2022-02-22,180101(*),0.0,Autoclave,,,2022,2
2677,2022-02-23,180111(*),0.31,Aterro,,,2022,2
2678,2022-02-23,180101(*),0.01,Autoclave,,,2022,2
2679,2022-02-23,180111(*),0.23,Aterro,,,2022,2
2680,2022-02-23,180111(*),0.23,Aterro,,,2022,2
2681,2022-02-23,180101(*),0.01,Autoclave,,,2022,2
2682,2022-02-24,180111(*),0.25,Aterro,,,2022,2
2683,2022-02-24,180101(*),0.01,Autoclave,,,2022,2
2684,2022-02-25,180111(*),0.1,Aterro,,,2022,2
2685,2022-03-02,180111(*),0.26,Aterro,,,2022,3
2686,2022-03-02,180101(*),0.01,Autoclave,,,2022,3
2687,2022-03-03,180111(*),0.25,Aterro,,,2022,3
2688,2022-03-03,180111(*),0.34,Aterro,,,2022,3
2689,2022-03-03,180101(*),0.0,Autoclave,,,2022,3
2690,2022-03-04,180111(*),0.32,Aterro,,,2022,3
2691,2022-03-04,180101(*),0.01,Autoclave,,,2022,3
2692,2022-03-07,180111(*),0.34,Aterro,,,2022,3
2693,2022-03-08,180205(*),0.0,Incineração,,,2022,3
2694,2022-03-08,GrupoE,0.04,Incineração,,,2022,3
2695,2022-03-08,180111(*),0.28,Aterro,,,2022,3
2696,2022-03-08,180101(*),0.02,Autoclave,,,2022,3
2697,2022-03-08,180111(*),0.33,Aterro,,,2022,3
2698,2022-03-08,180101(*),0.01,Autoclave,,,2022,3
2699,2022-03-09,180111(*),0.37,Aterro,,,2022,3
2700,2022-03-09,180101(*),0.01,Autoclave,,,2022,3
2701,2022-03-10,180111(*),0.3,Aterro,,,2022,3
2702,2022-03-10,180401(*),0.02,Aterro,,,2022,3
2703,2022-03-10,180101(*),0.01,Autoclave,,,2022,3
2704,2022-03-10,180111(*),0.29,Aterro,,,2022,3
2705,2022-03-10,180101(*),0.02,Autoclave,,,2022,3
2706,2022-03-14,180111(*),0.44,Aterro,,,2022,3
2707,2022-03-14,180101(*),0.02,Autoclave,,,2022,3
2708,2022-03-15,180111(*),0.4,Aterro,,,2022,3
2709,2022-03-16,180111(*),0.32,Aterro,,,2022,3
2710,2022-03-16,180101(*),0.04,Autoclave,,,2022,3
2711,2022-03-17,180111(*),0.3,Aterro,,,2022,3
2712,2022-03-17,180101(*),0.0,Autoclave,,,2022,3
2713,2022-03-17,180111(*),0.37,Aterro,,,2022,3
2714,2022-03-17,180101(*),0.0,Autoclave,,,2022,3
2715,2022-03-18,GrupoB,0.02,Incineração,,,2022,3
2716,2022-03-18,180201(*),0.0,Incineração,,,2022,3
2717,2022-03-18,180111(*),0.38,Aterro,,,2022,3
2718,2022-03-18,180101(*),0.01,Autoclave,,,2022,3
2719,2022-03-21,180111(*),0.35,Aterro,,,2022,3
2720,2022-03-21,180101(*),0.01,Autoclave,,,2022,3
2721,2022-03-22,180111(*),0.26,Aterro,,,2022,3
2722,2022-03-23,180111(*),0.13,Aterro,,,2022,3
2723,2022-03-23,180101(*),0.01,Autoclave,,,2022,3
2724,2022-03-23,180111(*),0.27,Aterro,,,2022,3
2725,2022-03-24,180111(*),0.25,Aterro,,,2022,3
2726,2022-03-24,180101(*),0.01,Autoclave,,,2022,3
2727,2022-03-24,180111(*),0.26,Aterro,,,2022,3
2728,2022-03-24,180111(*),0.27,Aterro,,,2022,3
2729,2022-03-28,180111(*),0.25,Aterro,,,2022,3
2730,2022-03-28,180101(*),0.01,Autoclave,,,2022,3
2731,2022-03-29,180205(*),0.0,Incineração,,,2022,3
2732,2022-03-29,GrupoE,0.02,Incineração,,,2022,3
2733,2022-03-29,180111(*),0.28,Aterro,,,2022,3
2734,2022-03-30,180111(*),0.36,Aterro,,,2022,3
2735,2022-03-30,180101(*),0.01,Autoclave,,,2022,3
2736,2022-03-31,180111(*),0.31,Aterro,,,2022,3
2737,2022-04-01,180111(*),0.34,Aterro,,,2022,4
2738,2022-04-01,180101(*),0.0,Autoclave,,,2022,4
2739,2022-04-01,180111(*),0.33,Aterro,,,2022,4
2740,2022-04-01,180101(*),0.01,Autoclave,,,2022,4
2741,2022-04-04,180111(*),0.27,Aterro,,,2022,4
2742,2022-04-04,180101(*),0.01,Autoclave,,,2022,4
2743,2022-04-05,180111(*),0.33,Aterro,,,2022,4
2744,2022-04-05,180111(*),0.29,Aterro,,,2022,4
2745,2022-04-05,180101(*),0.01,Autoclave,,,2022,4
2746,2022-04-07,180111(*),0.26,Aterro,,,2022,4
2747,2022-04-07,180101(*),0.01,Autoclave,,,2022,4
2748,2022-04-07,180401(*),0.03,Aterro,,,2022,4
2749,2022-04-07,180111(*),0.33,Aterro,,,2022,4
2750,2022-04-07,180101(*),0.01,Autoclave,,,2022,4
2751,2022-04-07,180111(*),0.23,Aterro,,,2022,4
2752,2022-04-07,180101(*),0.01,Autoclave,,,2022,4
2753,2022-04-11,180111(*),0.29,Aterro,,,2022,4
2754,2022-04-11,180101(*),0.01,Autoclave,,,2022,4
2755,2022-04-12,180111(*),0.35,Aterro,,,2022,4
2756,2022-04-12,180101(*),0.0,Autoclave,,,2022,4
2757,2022-04-12,180111(*),0.3,Aterro,,,2022,4
2758,2022-04-12,180106(*),0.03,Aterro,,,2022,4
2759,2022-04-12,180101(*),0.01,Autoclave,,,2022,4
2760,2022-04-13,180111(*),0.32,Aterro,,,2022,4
2761,2022-04-13,180111(*),0.18,Aterro,,,2022,4
2762,2022-04-13,180101(*),0.02,Autoclave,,,2022,4
2763,2022-04-14,180111(*),0.25,Aterro,,,2022,4
2764,2022-04-18,180111(*),0.31,Aterro,,,2022,4
2765,2022-04-18,180101(*),0.02,Autoclave,,,2022,4
2766,2022-04-19,180111(*),0.31,Aterro,,,2022,4
2767,2022-04-19,180401(*),0.02,Aterro,,,2022,4
2768,2022-04-19,180111(*),0.31,Aterro,,,2022,4
2769,2022-04-19,180101(*),0.01,Autoclave,,,2022,4
2770,2022-04-20,180401(*),0.02,Aterro,,,2022,4
2771,2022-04-20,180111(*),0.19,Aterro,,,2022,4
2772,2022-04-20,180101(*),0.01,Autoclave,,,2022,4
2773,2022-04-20,180111(*),0.26,Aterro,,,2022,4
2774,2022-04-22,180401(*),0.04,Aterro,,,2022,4
2775,2022-04-22,180111(*),0.29,Aterro,,,2022,4
2776,2022-04-25,180111(*),0.29,Aterro,,,2022,4
2777,2022-04-26,180205(*),0.0,Incineração,,,2022,4
2778,2022-04-26,GrupoE,0.05,Incineração,,,2022,4
2779,2022-04-26,180401(*),0.02,Aterro,,,2022,4
2780,2022-04-26,180111(*),0.3,Aterro,,,2022,4
2781,2022-04-27,180401(*),0.03,Aterro,,,2022,4
2782,2022-04-27,180111(*),0.31,Aterro,,,2022,4
2783,2022-04-27,180101(*),0.01,Autoclave,,,2022,4
2784,2022-04-28,180111(*),0.3,Aterro,,,2022,4
2785,2022-04-28,180111(*),0.34,Aterro,,,2022,4
2786,2022-04-29,180401(*),0.02,Aterro,,,2022,4
2787,2022-04-29,180111(*),0.3,Aterro,,,2022,4
2788,2022-05-02,180401(*),0.01,Aterro,,,2022,5
2789,2022-05-02,180111(*),0.29,Aterro,,,2022,5
2790,2022-05-02,180101(*),0.01,Autoclave,,,2022,5
2791,2022-05-03,180401(*),0.02,Aterro,,,2022,5
2792,2022-05-03,180111(*),0.33,Aterro,,,2022,5
2793,2022-05-03,180111(*),0.33,Aterro,,,2022,5
2794,2022-05-03,180101(*),0.01,Autoclave,,,2022,5
2795,2022-05-05,180401(*),0.03,Aterro,,,2022,5
2796,2022-05-05,180111(*),0.34,Aterro,,,2022,5
2797,2022-05-05,180101(*),0.0,Autoclave,,,2022,5
2798,2022-05-05,180111(*),0.34,Aterro,,,2022,5
2799,2022-05-06,180401(*),0.02,Aterro,,,2022,5
2800,2022-05-06,180111(*),0.28,Aterro,,,2022,5
2801,2022-05-06,180101(*),0.02,Autoclave,,,2022,5
2802,2022-05-09,180401(*),0.02,Aterro,,,2022,5
2803,2022-05-09,180111(*),0.31,Aterro,,,2022,5
2804,2022-05-09,180101(*),0.01,Autoclave,,,2022,5
2805,2022-05-10,180205(*),0.0,Incineração,,,2022,5
2806,2022-05-10,GrupoE,0.02,Incineração,,,2022,5
2807,2022-05-10,180401(*),0.02,Aterro,,,2022,5
2808,2022-05-10,180111(*),0.3,Aterro,,,2022,5
2809,2022-05-11,180111(*),0.36,Aterro,,,2022,5
2810,2022-05-11,180101(*),0.01,Autoclave,,,2022,5
2811,2022-05-12,180111(*),0.33,Aterro,,,2022,5
2812,2022-05-12,180111(*),0.29,Aterro,,,2022,5
2813,2022-05-12,180101(*),0.01,Autoclave,,,2022,5
2814,2022-05-13,180111(*),0.38,Aterro,,,2022,5
2815,2022-05-13,180101(*),0.01,Autoclave,,,2022,5
2816,2022-05-16,180111(*),0.39,Aterro,,,2022,5
2817,2022-05-17,180111(*),0.32,Aterro,,,2022,5
2818,2022-05-17,180101(*),0.02,Autoclave,,,2022,5
2819,2022-05-17,180111(*),0.35,Aterro,,,2022,5
2820,2022-05-19,180111(*),0.22,Aterro,,,2022,5
2821,2022-05-19,180111(*),0.33,Aterro,,,2022,5
2822,2022-05-19,180101(*),0.01,Autoclave,,,2022,5
2823,2022-05-20,180111(*),0.31,Aterro,,,2022,5
2824,2022-05-20,180101(*),0.01,Autoclave,,,2022,5
2825,2022-05-23,180111(*),0.34,Aterro,,,2022,5
2826,2022-05-23,180101(*),0.02,Autoclave,,,2022,5
2827,2022-05-24,180111(*),0.28,Aterro,,,2022,5
2828,2022-05-24,180101(*),0.01,Autoclave,,,2022,5
2829,2022-05-25,180111(*),0.36,Aterro,,,2022,5
2830,2022-05-25,180101(*),0.01,Autoclave,,,2022,5
2831,2022-05-26,180111(*),0.33,Aterro,,,2022,5
2832,2022-05-26,180101(*),0.01,Autoclave,,,2022,5
2833,2022-05-26,180111(*),0.29,Aterro,,,2022,5
2834,2022-05-26,180101(*),0.01,Autoclave,,,2022,5
2835,2022-05-27,180111(*),0.42,Aterro,,,2022,5
2836,2022-05-27,180101(*),0.0,Autoclave,,,2022,5
2837,2022-05-30,180401(*),0.02,Aterro,,,2022,5
2838,2022-05-30,180111(*),0.37,Aterro,,,2022,5
2839,2022-05-30,180101(*),0.01,Autoclave,,,2022,5
2840,2022-05-31,180205(*),0.0,Incineração,,,2022,5
2841,2022-05-31,GrupoE,0.03,Incineração,,,2022,5
2842,2022-05-31,180401(*),0.03,Aterro,,,2022,5
2843,2022-05-31,180111(*),0.32,Aterro,,,2022,5
2844,2022-05-31,180101(*),0.0,Autoclave,,,2022,5
2845,2022-06-01,180401(*),0.01,Aterro,,,2022,6
2846,2022-06-01,180111(*),0.34,Aterro,,,2022,6
2847,2022-06-01,180101(*),0.01,Autoclave,,,2022,6
2848,2022-06-01,180111(*),0.34,Aterro,,,2022,6
2849,2022-06-02,180111(*),0.32,Aterro,,,2022,6
2850,2022-06-02,180111(*),0.35,Aterro,,,2022,6
2851,2022-06-02,180101(*),0.0,Autoclave,,,2022,6
2852,2022-06-06,180111(*),0.37,Aterro,,,2022,6
2853,2022-06-07,180401(*),0.02,Aterro,,,2022,6
2854,2022-06-07,180111(*),0.25,Aterro,,,2022,6
2855,2022-06-07,180111(*),0.36,Aterro,,,2022,6
2856,2022-06-08,180111(*),0.32,Aterro,,,2022,6
2857,2022-06-09,180401(*),0.01,Aterro,,,2022,6
2858,2022-06-09,180111(*),0.28,Aterro,,,2022,6
2859,2022-06-10,180111(*),0.41,Aterro,,,2022,6
2860,2022-06-10,180101(*),0.01,Autoclave,,,2022,6
2861,2022-06-13,180111(*),0.37,Aterro,,,2022,6
2862,2022-06-14,180205(*),0.0,Incineração,,,2022,6
2863,2022-06-14,GrupoE,0.03,Incineração,,,2022,6
2864,2022-06-14,180111(*),0.32,Aterro,,,2022,6
2865,2022-06-14,180101(*),0.01,Autoclave,,,2022,6
2866,2022-06-15,180111(*),0.21,Aterro,,,2022,6
2867,2022-06-15,180101(*),0.0,Autoclave,,,2022,6
2868,2022-06-15,180111(*),0.38,Aterro,,,2022,6
2869,2022-06-15,180101(*),0.0,Autoclave,,,2022,6
2870,2022-06-16,180401(*),0.02,Aterro,,,2022,6
2871,2022-06-16,180111(*),0.38,Aterro,,,2022,6
2872,2022-06-16,180101(*),0.0,Autoclave,,,2022,6
2873,2022-06-17,180111(*),0.35,Aterro,,,2022,6
2874,2022-06-17,180101(*),0.0,Autoclave,,,2022,6
2875,2022-06-20,180111(*),0.33,Aterro,,,2022,6
2876,2022-06-21,180111(*),0.33,Aterro,,,2022,6
2877,2022-06-21,180101(*),0.02,Autoclave,,,2022,6
2878,2022-06-22,180111(*),0.4,Aterro,,,2022,6
2879,2022-06-22,180101(*),0.01,Autoclave,,,2022,6
2880,2022-06-22,180111(*),0.33,Aterro,,,2022,6
2881,2022-06-22,180101(*),0.01,Autoclave,,,2022,6
2882,2022-06-23,180111(*),0.28,Aterro,,,2022,6
2883,2022-06-23,180401(*),0.03,Aterro,,,2022,6
2884,2022-06-23,180101(*),0.02,Autoclave,,,2022,6
2885,2022-06-24,180111(*),0.38,Aterro,,,2022,6
2886,2022-06-24,180101(*),0.02,Autoclave,,,2022,6
2887,2022-06-27,180111(*),0.34,Aterro,,,2022,6
2888,2022-06-28,180111(*),0.35,Aterro,,,2022,6
2889,2022-06-28,180111(*),0.4,Aterro,,,2022,6
2890,2022-06-28,180101(*),0.02,Autoclave,,,2022,6
2891,2022-06-30,180111(*),0.36,Aterro,,,2022,6
2892,2022-06-30,180111(*),0.37,Aterro,,,2022,6
2893,2022-06-30,180101(*),0.0,Autoclave,,,2022,6
2894,2022-06-30,180111(*),0.33,Aterro,,,2022,6
2895,2022-07-04,180401(*),0.02,Aterro,,,2022,7
2896,2022-07-04,180111(*),0.32,Aterro,,,2022,7
2897,2022-07-05,180111(*),0.22,Aterro,,,2022,7
2898,2022-07-05,180401(*),0.02,Aterro,,,2022,7
2899,2022-07-05,180111(*),0.36,Aterro,,,2022,7
2900,2022-07-05,180101(*),0.03,Autoclave,,,2022,7
2901,2022-07-07,180111(*),0.33,Aterro,,,2022,7
2902,2022-07-07,180101(*),0.0,Autoclave,,,2022,7
2903,2022-07-07,180111(*),0.33,Aterro,,,2022,7
2904,2022-07-07,180101(*),0.01,Autoclave,,,2022,7
2905,2022-07-08,180101(*),0.01,Autoclave,,,2022,7
2906,2022-07-12,180111(*),0.37,Aterro,,,2022,7
2907,2022-07-12,180101(*),0.01,Autoclave,,,2022,7
2908,2022-07-13,180101(*),0.02,Autoclave,,,2022,7
2909,2022-07-13,180111(*),0.37,Aterro,,,2022,7
2910,2022-07-13,180401(*),0.04,Aterro,,,2022,7
2911,2022-07-13,180111(*),0.32,Aterro,,,2022,7
2912,2022-07-13,180401(*),0.05,Aterro,,,2022,7
2913,2022-07-13,180111(*),0.33,Aterro,,,2022,7
2914,2022-07-14,180111(*),0.28,Aterro,,,2022,7
2915,2022-07-14,180101(*),0.02,Autoclave,,,2022,7
2916,2022-07-14,180401(*),0.03,Aterro,,,2022,7
2917,2022-07-14,180111(*),0.3,Aterro,,,2022,7
2918,2022-07-15,180111(*),0.11,Aterro,,,2022,7
2919,2022-07-15,180101(*),0.02,Autoclave,,,2022,7
2920,2022-07-18,180401(*),0.03,Aterro,,,2022,7
2921,2022-07-18,180111(*),0.33,Aterro,,,2022,7
2922,2022-07-19,180205(*),0.0,Incineração,,,2022,7
2923,2022-07-19,GrupoE,0.05,Incineração,,,2022,7
2924,2022-07-19,180401(*),0.02,Aterro,,,2022,7
2925,2022-07-19,180111(*),0.28,Aterro,,,2022,7
2926,2022-07-19,180101(*),0.03,Autoclave,,,2022,7
2927,2022-07-19,180401(*),0.03,Aterro,,,2022,7
2928,2022-07-19,180111(*),0.3,Aterro,,,2022,7
2929,2022-07-20,180401(*),0.02,Aterro,,,2022,7
2930,2022-07-20,180111(*),0.25,Aterro,,,2022,7
2931,2022-07-20,180101(*),0.03,Autoclave,,,2022,7
2932,2022-07-22,180111(*),0.29,Aterro,,,2022,7
2933,2022-07-22,180101(*),0.01,Autoclave,,,2022,7
2934,2022-07-22,180111(*),0.31,Aterro,,,2022,7
2935,2022-07-22,180401(*),0.02,Aterro,,,2022,7
2936,2022-07-22,180111(*),0.09,Aterro,,,2022,7
2937,2022-07-22,180101(*),0.03,Autoclave,,,2022,7
2938,2022-07-25,180111(*),0.37,Aterro,,,2022,7
2939,2022-07-26,180111(*),0.34,Aterro,,,2022,7
2940,2022-07-26,180401(*),0.04,Aterro,,,2022,7
2941,2022-07-26,180111(*),0.29,Aterro,,,2022,7
2942,2022-07-26,180401(*),0.02,Aterro,,,2022,7
2943,2022-07-26,180111(*),0.1,Aterro,,,2022,7
2944,2022-07-27,180111(*),0.36,Aterro,,,2022,7
2945,2022-07-27,180101(*),0.01,Autoclave,,,2022,7
2946,2022-07-28,180111(*),0.36,Aterro,,,2022,7
2947,2022-07-28,180101(*),0.0,Autoclave,,,2022,7
2948,2022-07-28,180111(*),0.31,Aterro,,,2022,7
2949,2022-07-28,180101(*),0.01,Autoclave,,,2022,7
2950,2022-07-28,180401(*),0.04,Aterro,,,2022,7
2951,2022-07-28,180111(*),0.28,Aterro,,,2022,7
2952,2022-07-29,180111(*),0.13,Aterro,,,2022,7
2953,2022-08-01,180111(*),0.38,Aterro,,,2022,8
2954,2022-08-02,180111(*),0.32,Aterro,,,2022,8
2955,2022-08-02,180111(*),0.34,Aterro,,,2022,8
2956,2022-08-02,180101(*),0.01,Autoclave,,,2022,8
2957,2022-08-04,180111(*),0.28,Aterro,,,2022,8
2958,2022-08-04,180401(*),0.02,Aterro,,,2022,8
2959,2022-08-04,180111(*),0.35,Aterro,,,2022,8
2960,2022-08-04,180101(*),0.02,Autoclave,,,2022,8
2961,2022-08-04,180111(*),0.27,Aterro,,,2022,8
2962,2022-08-05,180111(*),0.15,Aterro,,,2022,8
2963,2022-08-05,180101(*),0.0,Autoclave,,,2022,8
2964,2022-08-08,180111(*),0.34,Aterro,,,2022,8
2965,2022-08-09,180111(*),0.31,Aterro,,,2022,8
2966,2022-08-09,180101(*),0.01,Autoclave,,,2022,8
2967,2022-08-10,180111(*),0.32,Aterro,,,2022,8
2968,2022-08-11,180111(*),0.32,Aterro,,,2022,8
2969,2022-08-11,180101(*),0.01,Autoclave,,,2022,8
2970,2022-08-11,180111(*),0.33,Aterro,,,2022,8
2971,2022-08-11,180101(*),0.01,Autoclave,,,2022,8
2972,2022-08-11,180401(*),0.01,Aterro,,,2022,8
2973,2022-08-11,180111(*),0.3,Aterro,,,2022,8
2974,2022-08-12,180111(*),0.12,Aterro,,,2022,8
2975,2022-08-15,180111(*),0.42,Aterro,,,2022,8
2976,2022-08-15,180101(*),0.01,Autoclave,,,2022,8
2977,2022-08-16,180111(*),0.33,Aterro,,,2022,8
2978,2022-08-16,180111(*),0.42,Aterro,,,2022,8
2979,2022-08-18,180111(*),0.32,Aterro,,,2022,8
2980,2022-08-18,180101(*),0.02,Autoclave,,,2022,8
2981,2022-08-18,180401(*),0.02,Aterro,,,2022,8
2982,2022-08-18,180111(*),0.35,Aterro,,,2022,8
2983,2022-08-18,180101(*),0.01,Autoclave,,,2022,8
2984,2022-08-18,180111(*),0.2,Aterro,,,2022,8
2985,2022-08-19,180111(*),0.13,Aterro,,,2022,8
2986,2022-08-22,180111(*),0.39,Aterro,,,2022,8
2987,2022-08-23,180111(*),0.28,Aterro,,,2022,8
2988,2022-08-23,180101(*),0.01,Autoclave,,,2022,8
2989,2022-08-23,180111(*),0.46,Aterro,,,2022,8
2990,2022-08-24,180111(*),0.36,Aterro,,,2022,8
2991,2022-08-26,180401(*),0.03,Aterro,,,2022,8
2992,2022-08-26,180111(*),0.34,Aterro,,,2022,8
2993,2022-08-26,180111(*),0.28,Aterro,,,2022,8
2994,2022-08-26,180111(*),0.16,Aterro,,,2022,8
2995,2022-08-29,180111(*),0.4,Aterro,,,2022,8
2996,2022-08-30,180111(*),0.37,Aterro,,,2022,8
2997,2022-08-31,180111(*),0.4,Aterro,,,2022,8
2998,2022-09-01,180111(*),0.28,Aterro,,,2022,9
2999,2022-09-01,180111(*),0.38,Aterro,,,2022,9
3000,2022-09-01,180401(*),0.02,Aterro,,,2022,9
3001,2022-09-01,180101(*),0.01,Autoclave,,,2022,9
3002,2022-09-01,180111(*),0.3,Aterro,,,2022,9
3003,2022-09-02,180111(*),0.13,Aterro,,,2022,9
3004,2022-09-05,180111(*),0.44,Aterro,,,2022,9
3005,2022-09-06,180205(*),0.0,Incineração,,,2022,9
3006,2022-09-06,GrupoE,0.03,Incineração,,,2022,9
3007,2022-09-06,180111(*),0.34,Aterro,,,2022,9
3008,2022-09-06,180401(*),0.01,Aterro,,,2022,9
3009,2022-09-06,180111(*),0.25,Aterro,,,2022,9
3010,2022-09-08,180401(*),0.02,Aterro,,,2022,9
3011,2022-09-08,180111(*),0.31,Aterro,,,2022,9
3012,2022-09-09,180401(*),0.04,Aterro,,,2022,9
3013,2022-09-09,180111(*),0.34,Aterro,,,2022,9
3014,2022-09-09,180111(*),0.31,Aterro,,,2022,9
3015,2022-09-09,180401(*),0.01,Aterro,,,2022,9
3016,2022-09-09,180111(*),0.07,Aterro,,,2022,9
3017,2022-09-12,180401(*),0.01,Aterro,,,2022,9
3018,2022-09-12,180111(*),0.35,Aterro,,,2022,9
3019,2022-09-13,180401(*),0.03,Aterro,,,2022,9
3020,2022-09-13,180111(*),0.32,Aterro,,,2022,9
3021,2022-09-14,180401(*),0.02,Aterro,,,2022,9
3022,2022-09-14,180111(*),0.41,Aterro,,,2022,9
3023,2022-09-14,180401(*),0.02,Aterro,,,2022,9
3024,2022-09-14,180111(*),0.36,Aterro,,,2022,9
3025,2022-09-15,180111(*),0.34,Aterro,,,2022,9
3026,2022-09-15,180111(*),0.33,Aterro,,,2022,9
3027,2022-09-16,180111(*),0.08,Aterro,,,2022,9
3028,2022-09-19,180401(*),0.02,Aterro,,,2022,9
3029,2022-09-19,180111(*),0.31,Aterro,,,2022,9
3030,2022-09-20,180111(*),0.41,Aterro,,,2022,9
3031,2022-09-20,180101(*),0.01,Autoclave,,,2022,9
3032,2022-09-20,180401(*),0.03,Aterro,,,2022,9
3033,2022-09-20,180111(*),0.42,Aterro,,,2022,9
3034,2022-09-22,180401(*),0.02,Aterro,,,2022,9
3035,2022-09-22,180111(*),0.32,Aterro,,,2022,9
3036,2022-09-22,180401(*),0.02,Aterro,,,2022,9
3037,2022-09-22,180111(*),0.3,Aterro,,,2022,9
3038,2022-09-22,180401(*),0.01,Aterro,,,2022,9
3039,2022-09-22,180111(*),0.28,Aterro,,,2022,9
3040,2022-09-23,180401(*),0.01,Aterro,,,2022,9
3041,2022-09-23,180111(*),0.08,Aterro,,,2022,9
3042,2022-09-26,180401(*),0.01,Aterro,,,2022,9
3043,2022-09-26,180111(*),0.38,Aterro,,,2022,9
3044,2022-09-27,180401(*),0.02,Aterro,,,2022,9
3045,2022-09-27,180111(*),0.34,Aterro,,,2022,9
3046,2022-09-27,180111(*),0.37,Aterro,,,2022,9
3047,2022-09-27,180401(*),0.02,Aterro,,,2022,9
3048,2022-09-28,180401(*),0.01,Aterro,,,2022,9
3049,2022-09-28,180111(*),0.33,Aterro,,,2022,9
3050,2022-09-30,180401(*),0.02,Aterro,,,2022,9
3051,2022-09-30,180111(*),0.23,Aterro,,,2022,9
3052,2022-09-30,180101(*),0.02,Autoclave,,,2022,9
3053,2022-09-30,180111(*),0.28,Aterro,,,2022,9
3054,2022-09-30,180401(*),0.02,Aterro,,,2022,9
3055,2022-09-30,180111(*),0.09,Aterro,,,2022,9
3056,2022-10-03,180401(*),0.02,Aterro,,,2022,10
3057,2022-10-03,180111(*),0.33,Aterro,,,2022,10
3058,2022-10-03,180401(*),0.01,Aterro,,,2022,10
3059,2022-10-03,180111(*),0.29,Aterro,,,2022,10
3060,2022-10-05,180401(*),0.03,Aterro,,,2022,10
3061,2022-10-05,180111(*),0.37,Aterro,,,2022,10
3062,2022-10-06,180401(*),0.02,Aterro,,,2022,10
3063,2022-10-06,180111(*),0.35,Aterro,,,2022,10
3064,2022-10-07,180111(*),0.3,Aterro,,,2022,10
3065,2022-10-07,180101(*),0.01,Autoclave,,,2022,10
3066,2022-10-07,180401(*),0.02,Aterro,,,2022,10
3067,2022-10-07,180111(*),0.19,Aterro,,,2022,10
3068,2022-10-07,180111(*),0.08,Aterro,,,2022,10
3069,2022-10-10,180401(*),0.02,Aterro,,,2022,10
3070,2022-10-10,180111(*),0.39,Aterro,,,2022,10
3071,2022-10-11,180111(*),0.28,Aterro,,,2022,10
3072,2022-10-11,180111(*),0.24,Aterro,,,2022,10
3073,2022-10-13,180401(*),0.01,Aterro,,,2022,10
3074,2022-10-13,180111(*),0.35,Aterro,,,2022,10
3075,2022-10-14,180401(*),0.03,Aterro,,,2022,10
3076,2022-10-14,180111(*),0.3,Aterro,,,2022,10
3077,2022-10-14,180101(*),0.0,Autoclave,,,2022,10
3078,2022-10-14,180111(*),0.23,Aterro,,,2022,10
3079,2022-10-14,180401(*),0.02,Aterro,,,2022,10
3080,2022-10-14,180111(*),0.17,Aterro,,,2022,10
3081,2022-10-17,180401(*),0.02,Aterro,,,2022,10
3082,2022-10-17,180111(*),0.35,Aterro,,,2022,10
3083,2022-10-18,180101(*),0.01,Autoclave,,,2022,10
3084,2022-10-18,180111(*),0.39,Aterro,,,2022,10
3085,2022-10-19,180111(*),0.41,Aterro,,,2022,10
3086,2022-10-20,180401(*),0.02,Aterro,,,2022,10
3087,2022-10-20,180111(*),0.34,Aterro,,,2022,10
3088,2022-10-20,180401(*),0.01,Aterro,,,2022,10
3089,2022-10-20,180111(*),0.35,Aterro,,,2022,10
3090,2022-10-20,180401(*),0.02,Aterro,,,2022,10
3091,2022-10-20,180111(*),0.27,Aterro,,,2022,10
3092,2022-10-21,180401(*),0.01,Aterro,,,2022,10
