Data;Residuo;Quantidade;Tecnologia;;
2020-06-04;180103(*);0.04;Autoclave;;
2020-06-05;180103(*);0.05;Autoclave;;
2020-06-08;180401(*);0.00;Aterro;;
2020-06-08;180111(*);0.22;Aterro;;
2020-06-08;180401(*);0.00;Aterro;;
2020-06-08;180111(*);0.25;Aterro;;
2020-06-08;180103(*);0.03;Autoclave;;
2020-06-08;180401(*);0.00;Aterro;;
2020-06-08;180111(*);0.24;Aterro;;
2020-06-08;180401(*);0.00;Aterro;;
2020-06-08;180111(*);0.00;Aterro;;
2020-06-09;180205(*);0.01;Incineração;;
2020-06-09;180401(*);0.00;Aterro;;
2020-06-09;180111(*);0.12;Aterro;;
2020-06-09;180103(*);0.04;Autoclave;;
2020-06-10;180103(*);0.06;Autoclave;;
2020-06-10;180103(*);0.03;Autoclave;;
2020-06-10;180103(*);0.04;Autoclave;;
2020-06-10;180103(*);0.10;Autoclave;;
2020-06-10;180103(*);0.00;Autoclave;;
2020-06-10;180401(*);0.00;Aterro;;
2020-06-10;180111(*);0.18;Aterro;;
2020-06-15;180401(*);0.00;Aterro;;
2020-06-15;180111(*);0.21;Aterro;;
2020-06-15;180103(*);0.06;Autoclave;;
2020-06-15;180401(*);0.00;Aterro;;
2020-06-15;180111(*);0.21;Aterro;;
2020-06-16;180205(*);0.01;Incineração;;
2020-06-16;180103(*);0.06;Autoclave;;
2020-06-16;180401(*);0.00;Aterro;;
2020-06-16;180111(*);0.22;Aterro;;
2020-06-17;180401(*);0.00;Aterro;;
2020-06-17;180111(*);0.32;Aterro;;
2020-06-17;180103(*);0.07;Autoclave;;
2020-06-18;180401(*);0.00;Aterro;;
2020-06-18;180111(*);0.19;Aterro;;
2020-06-18;180401(*);0.01;Aterro;;
2020-06-18;180111(*);0.21;Aterro;;
2020-06-18;180103(*);0.07;Autoclave;;
2020-06-19;180401(*);0.00;Aterro;;
2020-06-19;180111(*);0.17;Aterro;;
2020-06-19;180103(*);0.08;Autoclave;;
2020-06-19;180103(*);0.12;Autoclave;;
2020-06-22;180401(*);0.00;Aterro;;
2020-06-22;180111(*);0.25;Aterro;;
2020-06-22;180103(*);0.08;Autoclave;;
2020-06-23;180103(*);0.04;Autoclave;;
2020-06-23;180401(*);0.00;Aterro;;
2020-06-23;180111(*);0.21;Aterro;;
2020-06-24;180401(*);0.00;Aterro;;
2020-06-24;180111(*);0.30;Aterro;;
2020-06-24;180103(*);0.09;Autoclave;;
2020-06-25;180401(*);0.00;Aterro;;
2020-06-25;180111(*);0.23;Aterro;;
2020-06-25;180401(*);0.02;Aterro;;
2020-06-25;180111(*);0.23;Aterro;;
2020-06-25;180103(*);0.11;Autoclave;;
2020-06-26;180401(*);0.00;Aterro;;
2020-06-26;180111(*);0.20;Aterro;;
2020-06-26;180401(*);0.00;Aterro;;
2020-06-26;180111(*);0.23;Aterro;;
2020-06-26;180103(*);0.04;Autoclave;;
2020-06-26;180103(*);0.29;Autoclave;;
2020-06-29;180103(*);0.08;Autoclave;;
2020-06-30;180205(*);0.01;Incineração;;
2020-06-30;180103(*);0.00;Autoclave;;
2020-06-30;180401(*);0.00;Aterro;;
2020-06-30;180111(*);0.24;Aterro;;
2020-06-30;180401(*);0.00;Aterro;;
2020-06-30;180111(*);0.22;Aterro;;
2020-06-30;180103(*);0.11;Autoclave;;
2020-07-01;180103(*);0.10;Autoclave;;
2020-07-02;180103(*);0.10;Autoclave;;
2020-07-02;180401(*);0.00;Aterro;;
2020-07-02;180111(*);0.00;Aterro;;
2020-07-02;180401(*);0.00;Aterro;;
2020-07-02;180111(*);0.20;Aterro;;
2020-07-02;180103(*);0.11;Autoclave;;
2020-07-03;180401(*);0.00;Aterro;;
2020-07-03;180111(*);0.16;Aterro;;
2020-07-06;180111(*);0.24;Aterro;;
2020-07-06;180103(*);0.30;Autoclave;;
2020-07-06;180401(*);0.00;Aterro;;
2020-07-06;180111(*);0.20;Aterro;;
2020-07-06;180205(*);0.01;Incineração;;
2020-07-06;180103(*);0.16;Autoclave;;
2020-07-06;180401(*);0.00;Aterro;;
2020-07-06;180111(*);0.24;Aterro;;
2020-07-06;180103(*);0.10;Autoclave;;
2020-07-07;180401(*);0.00;Aterro;;
2020-07-07;180111(*);0.29;Aterro;;
2020-07-07;180103(*);0.16;Autoclave;;
2020-07-08;180401(*);0.00;Aterro;;
2020-07-08;180111(*);0.17;Aterro;;
2020-07-08;180103(*);0.23;Autoclave;;
2020-07-08;180401(*);0.00;Aterro;;
2020-07-08;180111(*);0.16;Aterro;;
2020-07-09;180103(*);0.18;Autoclave;;
2020-07-10;180401(*);0.00;Aterro;;
2020-07-10;180111(*);0.19;Aterro;;
2020-07-10;180103(*);0.00;Autoclave;;
2020-07-10;180401(*);0.00;Aterro;;
2020-07-10;180111(*);0.18;Aterro;;
2020-07-10;180103(*);0.21;Autoclave;;
2020-07-10;180103(*);0.34;Autoclave;;
2020-07-13;180103(*);0.19;Autoclave;;
2020-07-14;180401(*);0.00;Aterro;;
2020-07-14;180111(*);0.27;Aterro;;
2020-07-14;180103(*);0.19;Autoclave;;
2020-07-15;180103(*);0.17;Autoclave;;
2020-07-16;180401(*);0.00;Aterro;;
2020-07-16;180111(*);0.15;Aterro;;
2020-07-16;180103(*);0.21;Autoclave;;
2020-07-16;180401(*);0.00;Aterro;;
2020-07-16;180111(*);0.21;Aterro;;
2020-07-16;180103(*);0.20;Autoclave;;
2020-07-17;180401(*);0.00;Aterro;;
2020-07-17;180111(*);0.24;Aterro;;
2020-07-17;180103(*);0.41;Autoclave;;
2020-07-20;180401(*);0.00;Aterro;;
2020-07-20;180111(*);0.21;Aterro;;
2020-07-20;180401(*);0.00;Aterro;;
2020-07-20;180111(*);0.00;Aterro;;
2020-07-20;180103(*);0.18;Autoclave;;
2020-07-21;180401(*);0.00;Aterro;;
2020-07-21;180111(*);0.15;Aterro;;
2020-07-21;180103(*);0.22;Autoclave;;
2020-07-22;180401(*);0.00;Aterro;;
2020-07-22;180111(*);0.17;Aterro;;
2020-07-22;180103(*);0.24;Autoclave;;
2020-07-23;180401(*);0.00;Aterro;;
2020-07-23;180111(*);0.17;Aterro;;
2020-07-23;180401(*);0.00;Aterro;;
2020-07-23;180111(*);0.26;Aterro;;
2020-07-23;180103(*);0.23;Autoclave;;
2020-07-24;180401(*);0.00;Aterro;;
2020-07-24;180111(*);0.23;Aterro;;
2020-07-24;180103(*);0.21;Autoclave;;
2020-07-24;180103(*);0.40;Autoclave;;
2020-07-27;180401(*);0.00;Aterro;;
2020-07-27;180111(*);0.28;Aterro;;
2020-07-27;180205(*);0.02;Incineração;;
2020-07-27;180103(*);0.23;Autoclave;;
2020-07-27;180401(*);0.00;Aterro;;
2020-07-27;180111(*);0.17;Aterro;;
2020-07-27;180103(*);0.17;Autoclave;;
2020-07-28;180103(*);0.19;Autoclave;;
2020-07-29;180401(*);0.00;Aterro;;
2020-07-29;180111(*);0.22;Aterro;;
2020-07-30;180401(*);0.00;Aterro;;
2020-07-30;180111(*);0.16;Aterro;;
2020-07-30;180103(*);0.19;Autoclave;;
2020-07-30;180401(*);0.00;Aterro;;
2020-07-30;180111(*);0.27;Aterro;;
2020-07-30;180103(*);0.19;Autoclave;;
2020-07-31;180401(*);0.00;Aterro;;
2020-07-31;180111(*);0.23;Aterro;;
2020-07-31;180103(*);0.40;Autoclave;;
2020-08-03;180401(*);0.00;Aterro;;
2020-08-03;180111(*);0.18;Aterro;;
2020-08-03;180103(*);0.25;Autoclave;;
2020-08-04;180103(*);0.23;Autoclave;;
2020-08-04;180401(*);0.00;Aterro;;
2020-08-04;180111(*);0.13;Aterro;;
2020-08-05;180401(*);0.00;Aterro;;
2020-08-05;180111(*);0.28;Aterro;;
2020-08-05;180103(*);0.22;Autoclave;;
2020-08-05;180401(*);0.00;Aterro;;
2020-08-05;180111(*);0.29;Aterro;;
2020-08-06;180401(*);0.00;Aterro;;
2020-08-06;180111(*);0.19;Aterro;;
2020-08-06;180103(*);0.22;Autoclave;;
2020-08-07;180103(*);0.39;Autoclave;;
2020-08-07;180401(*);0.00;Aterro;;
2020-08-07;180111(*);0.22;Aterro;;
2020-08-07;180401(*);0.00;Aterro;;
2020-08-07;180111(*);0.10;Aterro;;
2020-08-07;180103(*);0.22;Autoclave;;
2020-08-10;180103(*);0.19;Autoclave;;
2020-08-10;180401(*);0.00;Aterro;;
2020-08-10;180111(*);0.19;Aterro;;
2020-08-11;180205(*);0.01;Incineração;;
2020-08-11;180103(*);0.21;Autoclave;;
2020-08-11;180401(*);0.00;Aterro;;
2020-08-11;180111(*);0.26;Aterro;;
2020-08-12;180103(*);0.23;Autoclave;;
2020-08-12;180401(*);0.00;Aterro;;
2020-08-12;180111(*);0.19;Aterro;;
2020-08-12;180401(*);0.00;Aterro;;
2020-08-12;180111(*);0.27;Aterro;;
2020-08-12;180103(*);0.20;Autoclave;;
2020-08-12;180401(*);0.00;Aterro;;
2020-08-12;180111(*);0.00;Aterro;;
2020-08-12;180103(*);0.00;Autoclave;;
2020-08-13;180103(*);0.16;Autoclave;;
2020-08-13;180401(*);0.00;Aterro;;
2020-08-13;180111(*);0.24;Aterro;;
2020-08-14;180103(*);0.31;Autoclave;;
2020-08-14;180401(*);0.00;Aterro;;
2020-08-14;180111(*);0.22;Aterro;;
2020-08-17;180103(*);0.13;Autoclave;;
2020-08-17;180401(*);0.00;Aterro;;
2020-08-17;180111(*);0.25;Aterro;;
2020-08-17;180103(*);0.16;Autoclave;;
2020-08-17;180401(*);0.00;Aterro;;
2020-08-17;180111(*);0.23;Aterro;;
2020-08-19;180103(*);0.09;Autoclave;;
2020-08-19;180401(*);0.00;Aterro;;
2020-08-19;180111(*);0.27;Aterro;;
2020-08-20;180103(*);0.13;Autoclave;;
2020-08-20;180401(*);0.00;Aterro;;
2020-08-20;180111(*);0.23;Aterro;;
2020-08-20;180401(*);0.00;Aterro;;
2020-08-20;180111(*);0.26;Aterro;;
2020-08-20;180103(*);0.08;Autoclave;;
2020-08-21;180103(*);0.08;Autoclave;;
2020-08-21;180401(*);0.00;Aterro;;
2020-08-21;180111(*);0.22;Aterro;;
2020-08-24;180401(*);0.00;Aterro;;
2020-08-24;180111(*);0.25;Aterro;;
2020-08-24;180103(*);0.03;Autoclave;;
2020-08-25;180401(*);0.00;Aterro;;
2020-08-25;180111(*);0.26;Aterro;;
2020-08-25;180103(*);0.05;Autoclave;;
2020-08-26;180401(*);0.00;Aterro;;
2020-08-26;180111(*);0.26;Aterro;;
2020-08-26;180103(*);0.04;Autoclave;;
2020-08-27;180103(*);0.04;Autoclave;;
2020-08-27;180401(*);0.00;Aterro;;
2020-08-27;180111(*);0.28;Aterro;;
2020-08-27;180103(*);0.04;Autoclave;;
2020-08-27;180401(*);0.00;Aterro;;
2020-08-27;180111(*);0.27;Aterro;;
2020-08-27;180103(*);0.00;Autoclave;;
2020-08-27;180103(*);0.14;Autoclave;;
2020-08-27;180401(*);0.00;Aterro;;
2020-08-27;180111(*);0.23;Aterro;;
2020-08-31;180401(*);0.00;Aterro;;
2020-08-31;180111(*);0.23;Aterro;;
2020-08-31;180103(*);0.06;Autoclave;;
2020-09-01;180103(*);0.08;Autoclave;;
2020-09-01;180401(*);0.00;Aterro;;
2020-09-01;180111(*);0.29;Aterro;;
2020-09-01;180401(*);0.00;Aterro;;
2020-09-01;180111(*);0.28;Aterro;;
2020-09-01;180103(*);0.07;Autoclave;;
2020-09-02;180103(*);0.10;Autoclave;;
2020-09-02;180401(*);0.00;Aterro;;
2020-09-02;180111(*);0.25;Aterro;;
2020-09-02;180103(*);0.08;Autoclave;;
2020-09-02;180205(*);0.04;Incineração;;
2020-09-02;180401(*);0.00;Aterro;;
2020-09-02;180111(*);0.28;Aterro;;
2020-09-02;180103(*);0.17;Autoclave;;
2020-09-02;180401(*);0.00;Aterro;;
2020-09-02;180111(*);0.00;Aterro;;
2020-09-02;180103(*);0.09;Autoclave;;
2020-09-04;180401(*);0.00;Aterro;;
2020-09-04;180111(*);0.34;Aterro;;
2020-09-08;180103(*);0.07;Autoclave;;
2020-09-08;180401(*);0.00;Aterro;;
2020-09-08;180111(*);0.31;Aterro;;
2020-09-09;180103(*);0.08;Autoclave;;
2020-09-09;180401(*);0.00;Aterro;;
2020-09-09;180111(*);0.28;Aterro;;
2020-09-09;180103(*);0.08;Autoclave;;
2020-09-09;180401(*);0.00;Aterro;;
2020-09-09;180111(*);0.31;Aterro;;
2020-09-10;180401(*);0.00;Aterro;;
2020-09-10;180111(*);0.31;Aterro;;
2020-09-10;180103(*);0.08;Autoclave;;
2020-09-10;180103(*);0.17;Autoclave;;
2020-09-10;180401(*);0.00;Aterro;;
2020-09-10;180111(*);0.32;Aterro;;
2020-09-11;180103(*);0.07;Autoclave;;
2020-09-11;180401(*);0.00;Aterro;;
2020-09-11;180111(*);0.27;Aterro;;
2020-09-15;180103(*);0.09;Autoclave;;
2020-09-15;180401(*);0.00;Aterro;;
2020-09-15;180111(*);0.30;Aterro;;
2020-09-16;180401(*);0.00;Aterro;;
2020-09-16;180111(*);0.32;Aterro;;
2020-09-16;180103(*);0.08;Autoclave;;
2020-09-17;180401(*);0.00;Aterro;;
2020-09-17;180111(*);0.34;Aterro;;
2020-09-17;180103(*);0.07;Autoclave;;
2020-09-18;180401(*);0.00;Aterro;;
2020-09-18;180111(*);0.36;Aterro;;
2020-09-18;180103(*);0.08;Autoclave;;
2020-09-18;180103(*);0.15;Autoclave;;
2020-09-18;180401(*);0.00;Aterro;;
2020-09-18;180111(*);0.27;Aterro;;
2020-09-21;180103(*);0.09;Autoclave;;
2020-09-21;180401(*);0.00;Aterro;;
2020-09-21;180111(*);0.31;Aterro;;
2020-09-21;180103(*);0.00;Autoclave;;
2020-09-22;180401(*);0.00;Aterro;;
2020-09-22;180111(*);0.29;Aterro;;
2020-09-22;180103(*);0.07;Autoclave;;
2020-09-23;180103(*);0.06;Autoclave;;
2020-09-23;180401(*);0.00;Aterro;;
2020-09-23;180111(*);0.31;Aterro;;
2020-09-24;180401(*);0.00;Aterro;;
2020-09-24;180111(*);0.35;Aterro;;
2020-09-24;180103(*);0.07;Autoclave;;
2020-09-24;180401(*);0.00;Aterro;;
2020-09-24;180111(*);0.31;Aterro;;
2020-09-24;180103(*);0.08;Autoclave;;
2020-09-25;180103(*);0.00;Autoclave;;
2020-09-25;180401(*);0.00;Aterro;;
2020-09-25;180111(*);0.26;Aterro;;
2020-09-25;180103(*);0.16;Autoclave;;
2020-09-28;180103(*);0.09;Autoclave;;
2020-09-28;180401(*);0.00;Aterro;;
2020-09-28;180111(*);0.32;Aterro;;
2020-09-29;180103(*);0.09;Autoclave;;
2020-09-29;180401(*);0.00;Aterro;;
2020-09-29;180111(*);0.29;Aterro;;
2020-09-29;180205(*);0.00;Incineração;;
2020-09-29;GrupoE;0.01;Incineração;;
2020-09-29;180103(*);0.00;Autoclave;;
2020-09-29;180401(*);0.00;Aterro;;
2020-09-29;180111(*);0.00;Aterro;;
2020-09-30;180401(*);0.00;Aterro;;
2020-09-30;180111(*);0.29;Aterro;;
2020-09-30;180103(*);0.08;Autoclave;;
2020-10-01;180103(*);0.09;Autoclave;;
2020-10-01;180401(*);0.00;Aterro;;
2020-10-01;180111(*);0.24;Aterro;;
2020-10-02;180103(*);0.09;Autoclave;;
2020-10-02;180401(*);0.00;Aterro;;
2020-10-02;180111(*);0.21;Aterro;;
2020-10-02;180103(*);0.16;Autoclave;;
2020-10-02;180401(*);0.00;Aterro;;
2020-10-02;180111(*);0.34;Aterro;;
2020-10-05;180103(*);0.08;Autoclave;;
2020-10-05;180401(*);0.00;Aterro;;
2020-10-05;180111(*);0.28;Aterro;;
2020-10-05;180103(*);0.08;Autoclave;;
2020-10-05;180401(*);0.00;Aterro;;
2020-10-05;180111(*);0.31;Aterro;;
2020-10-06;180401(*);0.00;Aterro;;
2020-10-06;180111(*);0.28;Aterro;;
2020-10-06;180103(*);0.09;Autoclave;;
2020-10-06;180401(*);0.00;Aterro;;
2020-10-06;180111(*);0.31;Aterro;;
2020-10-06;180103(*);0.08;Autoclave;;
2020-10-06;180401(*);0.00;Aterro;;
2020-10-06;180111(*);0.33;Aterro;;
2020-10-06;180103(*);0.08;Autoclave;;
2020-10-07;180103(*);0.18;Autoclave;;
2020-10-07;180401(*);0.00;Aterro;;
2020-10-07;180111(*);0.26;Aterro;;
2020-10-07;180401(*);0.02;Aterro;;
2020-10-07;180111(*);0.14;Aterro;;
2020-10-07;180103(*);0.08;Autoclave;;
2020-10-07;180103(*);0.11;Autoclave;;
2020-10-08;180401(*);0.00;Aterro;;
2020-10-08;180111(*);0.28;Aterro;;
2020-10-09;180401(*);0.00;Aterro;;
2020-10-09;180111(*);0.36;Aterro;;
2020-10-09;180103(*);0.10;Autoclave;;
2020-10-13;180103(*);0.10;Autoclave;;
2020-10-13;180401(*);0.00;Aterro;;
2020-10-13;180111(*);0.27;Aterro;;
2020-10-16;180401(*);0.00;Aterro;;
2020-10-16;180111(*);0.27;Aterro;;
2020-10-16;180103(*);0.08;Autoclave;;
2020-10-16;180401(*);0.00;Aterro;;
2020-10-16;180111(*);0.29;Aterro;;
2020-10-16;180103(*);0.22;Autoclave;;
2020-10-19;180401(*);0.00;Aterro;;
2020-10-19;180111(*);0.24;Aterro;;
2020-10-19;180103(*);0.13;Autoclave;;
2020-10-20;180401(*);0.00;Aterro;;
2020-10-20;180111(*);0.26;Aterro;;
2020-10-20;180103(*);0.13;Autoclave;;
2020-10-21;180103(*);0.11;Autoclave;;
2020-10-21;180401(*);0.00;Aterro;;
2020-10-21;180111(*);0.32;Aterro;;
2020-10-22;180401(*);0.00;Aterro;;
2020-10-22;180111(*);0.30;Aterro;;
2020-10-22;180103(*);0.12;Autoclave;;
2020-10-23;180103(*);0.11;Autoclave;;
2020-10-23;180103(*);0.24;Autoclave;;
2020-10-23;180401(*);0.00;Aterro;;
2020-10-23;180111(*);0.38;Aterro;;
2020-10-23;180401(*);0.00;Aterro;;
2020-10-23;180111(*);0.25;Aterro;;
2020-10-26;180401(*);0.00;Aterro;;
2020-10-26;180111(*);0.28;Aterro;;
2020-10-26;180103(*);0.12;Autoclave;;
2020-10-27;180103(*);0.12;Autoclave;;
2020-10-27;180401(*);0.00;Aterro;;
2020-10-27;180111(*);0.26;Aterro;;
2020-10-27;180103(*);0.14;Autoclave;;
2020-10-27;180401(*);0.00;Aterro;;
2020-10-27;180111(*);0.32;Aterro;;
2020-10-28;180103(*);0.12;Autoclave;;
2020-10-28;180401(*);0.00;Aterro;;
2020-10-28;180111(*);0.25;Aterro;;
2020-10-28;180401(*);0.00;Aterro;;
2020-10-28;180111(*);0.28;Aterro;;
2020-10-28;180103(*);0.14;Autoclave;;
2020-10-29;180103(*);0.29;Autoclave;;
2020-10-29;180401(*);0.00;Aterro;;
2020-10-29;180111(*);0.23;Aterro;;
2020-10-30;180401(*);0.00;Aterro;;
2020-10-30;180111(*);0.21;Aterro;;
2020-10-30;180103(*);0.11;Autoclave;;
2020-10-30;180401(*);0.00;Aterro;;
2020-10-30;180111(*);0.23;Aterro;;
2020-10-30;180103(*);0.13;Autoclave;;
2020-11-04;180401(*);0.00;Aterro;;
2020-11-04;180111(*);0.30;Aterro;;
2020-11-04;180103(*);0.12;Autoclave;;
2020-11-05;180103(*);0.17;Autoclave;;
2020-11-05;180401(*);0.00;Aterro;;
2020-11-05;180111(*);0.30;Aterro;;
2020-11-05;180401(*);0.00;Aterro;;
2020-11-05;180111(*);0.32;Aterro;;
2020-11-05;180103(*);0.15;Autoclave;;
2020-11-06;180401(*);0.00;Aterro;;
2020-11-06;180111(*);0.32;Aterro;;
2020-11-06;180103(*);0.26;Autoclave;;
2020-11-09;180401(*);0.00;Aterro;;
2020-11-09;180111(*);0.40;Aterro;;
2020-11-09;180103(*);0.10;Autoclave;;
2020-11-10;180401(*);0.00;Aterro;;
2020-11-10;180111(*);0.35;Aterro;;
2020-11-10;180103(*);0.09;Autoclave;;
2020-11-11;180401(*);0.00;Aterro;;
2020-11-11;180111(*);0.29;Aterro;;
2020-11-11;180103(*);0.17;Autoclave;;
2020-11-12;180103(*);0.18;Autoclave;;
2020-11-12;180401(*);0.00;Aterro;;
2020-11-12;180111(*);0.30;Aterro;;
2020-11-13;180103(*);0.15;Autoclave;;
2020-11-13;180401(*);0.00;Aterro;;
2020-11-13;180111(*);0.29;Aterro;;
2020-11-13;180103(*);0.27;Autoclave;;
2020-11-13;180401(*);0.00;Aterro;;
2020-11-13;180111(*);0.19;Aterro;;
2020-11-16;180401(*);0.00;Aterro;;
2020-11-16;180111(*);0.32;Aterro;;
2020-11-16;180103(*);0.14;Autoclave;;
2020-11-17;180401(*);0.00;Aterro;;
2020-11-17;180111(*);0.29;Aterro;;
2020-11-17;180103(*);0.17;Autoclave;;
2020-11-18;180401(*);0.00;Aterro;;
2020-11-18;180111(*);0.32;Aterro;;
2020-11-18;180103(*);0.14;Autoclave;;
2020-11-19;180103(*);0.16;Autoclave;;
2020-11-19;180401(*);0.00;Aterro;;
2020-11-19;180111(*);0.31;Aterro;;
2020-11-19;180401(*);0.00;Aterro;;
2020-11-19;180111(*);0.31;Aterro;;
2020-11-19;180103(*);0.13;Autoclave;;
2020-11-20;180103(*);0.26;Autoclave;;
2020-11-20;180401(*);0.00;Aterro;;
2020-11-20;180111(*);0.31;Aterro;;
2020-11-23;180401(*);0.00;Aterro;;
2020-11-23;180111(*);0.28;Aterro;;
2020-11-23;180103(*);0.15;Autoclave;;
2020-11-24;180401(*);0.00;Aterro;;
2020-11-24;180111(*);0.32;Aterro;;
2020-11-24;180103(*);0.13;Autoclave;;
2020-11-25;180401(*);0.00;Aterro;;
2020-11-25;180111(*);0.28;Aterro;;
2020-11-25;180103(*);0.15;Autoclave;;
2020-11-26;180401(*);0.00;Aterro;;
2020-11-26;180111(*);0.29;Aterro;;
2020-11-26;180103(*);0.12;Autoclave;;
2020-11-26;180401(*);0.00;Aterro;;
2020-11-26;180111(*);0.32;Aterro;;
2020-11-27;180103(*);0.10;Autoclave;;
2020-11-27;180401(*);0.00;Aterro;;
2020-11-27;180111(*);0.32;Aterro;;
2020-11-27;180103(*);0.26;Autoclave;;
2020-11-30;180401(*);0.00;Aterro;;
2020-11-30;180111(*);0.28;Aterro;;
2020-11-30;180103(*);0.11;Autoclave;;
2020-12-01;180103(*);0.19;Autoclave;;
2020-12-01;180103(*);0.00;Autoclave;;
2020-12-01;180401(*);0.00;Aterro;;
2020-12-01;180111(*);0.30;Aterro;;
2020-12-02;180401(*);0.00;Aterro;;
2020-12-02;180111(*);0.25;Aterro;;
2020-12-02;180103(*);0.13;Autoclave;;
2020-12-03;180401(*);0.00;Aterro;;
2020-12-03;180111(*);0.31;Aterro;;
2020-12-03;180103(*);0.11;Autoclave;;
2020-12-04;180103(*);0.14;Autoclave;;
2020-12-04;180401(*);0.00;Aterro;;
2020-12-04;180111(*);0.31;Aterro;;
2020-12-04;180401(*);0.00;Aterro;;
2020-12-04;180111(*);0.33;Aterro;;
2020-12-04;180103(*);0.26;Autoclave;;
2020-12-07;180401(*);0.00;Aterro;;
2020-12-07;180111(*);0.30;Aterro;;
2020-12-07;180103(*);0.14;Autoclave;;
2020-12-08;180106(*);0.00;Aterro;;
2020-12-08;180102(*);0.00;Autoclave;;
2020-12-08;180103(*);0.00;Autoclave;;
2020-12-08;180401(*);0.00;Aterro;;
2020-12-08;180111(*);0.30;Aterro;;
2020-12-08;180401(*);0.00;Aterro;;
2020-12-08;180111(*);0.00;Aterro;;
2020-12-08;180102(*);0.16;Autoclave;;
2020-12-09;180401(*);0.00;Aterro;;
2020-12-09;180111(*);0.35;Aterro;;
2020-12-09;180103(*);0.15;Autoclave;;
2020-12-10;180401(*);0.00;Aterro;;
2020-12-10;180111(*);0.27;Aterro;;
2020-12-10;180103(*);0.11;Autoclave;;
2020-12-11;180102(*);0.14;Autoclave;;
2020-12-11;180401(*);0.00;Aterro;;
2020-12-11;180111(*);0.33;Aterro;;
2020-12-11;180102(*);0.42;Autoclave;;
2020-12-11;180401(*);0.00;Aterro;;
2020-12-11;180111(*);0.31;Aterro;;
2020-12-14;180401(*);0.00;Aterro;;
2020-12-14;180111(*);0.25;Aterro;;
2020-12-14;180102(*);0.13;Autoclave;;
2020-12-15;180401(*);0.00;Aterro;;
2020-12-15;180111(*);0.32;Aterro;;
2020-12-15;180102(*);0.18;Autoclave;;
2020-12-16;180401(*);0.00;Aterro;;
2020-12-16;180111(*);0.31;Aterro;;
2020-12-16;180103(*);0.09;Autoclave;;
2020-12-17;180102(*);0.15;Autoclave;;
2020-12-17;180401(*);0.00;Aterro;;
2020-12-17;180111(*);0.27;Aterro;;
2020-12-18;180401(*);0.00;Aterro;;
2020-12-18;180111(*);0.28;Aterro;;
2020-12-18;180102(*);0.14;Autoclave;;
2020-12-18;180401(*);0.00;Aterro;;
2020-12-18;180111(*);0.00;Aterro;;
2020-12-18;180401(*);0.00;Aterro;;
2020-12-18;180111(*);0.28;Aterro;;
2020-12-18;180102(*);0.26;Autoclave;;
2020-12-21;180401(*);0.00;Aterro;;
2020-12-21;180111(*);0.31;Aterro;;
2020-12-21;180102(*);0.15;Autoclave;;
2020-12-22;180401(*);0.00;Aterro;;
2020-12-22;180111(*);0.26;Aterro;;
2020-12-22;180102(*);0.12;Autoclave;;
2020-12-22;180401(*);0.00;Aterro;;
2020-12-22;180111(*);0.14;Aterro;;
2020-12-22;180102(*);0.14;Autoclave;;
2020-12-22;180401(*);0.00;Aterro;;
2020-12-22;180111(*);0.09;Aterro;;
2020-12-22;180102(*);0.10;Autoclave;;
2020-12-23;180401(*);0.00;Aterro;;
2020-12-23;180111(*);0.13;Aterro;;
2020-12-23;180102(*);0.14;Autoclave;;
2020-12-23;180102(*);0.23;Autoclave;;
2020-12-23;180401(*);0.00;Aterro;;
2020-12-23;180111(*);0.17;Aterro;;
2020-12-28;180102(*);0.10;Autoclave;;
2020-12-28;180401(*);0.00;Aterro;;
2020-12-28;180111(*);0.17;Aterro;;
2020-12-29;180401(*);0.00;Aterro;;
2020-12-29;180111(*);0.17;Aterro;;
2020-12-29;180401(*);0.00;Aterro;;
2020-12-29;180111(*);0.14;Aterro;;
2020-12-29;180102(*);0.11;Autoclave;;
2020-12-29;180102(*);0.11;Autoclave;;
2020-12-29;180401(*);0.00;Aterro;;
2020-12-29;180111(*);0.05;Aterro;;
2020-12-29;180102(*);0.20;Autoclave;;
2020-12-29;180401(*);0.00;Aterro;;
2020-12-29;180111(*);0.07;Aterro;;
2020-12-29;180102(*);0.13;Autoclave;;
2020-12-29;180401(*);0.00;Aterro;;
2020-12-29;180111(*);0.14;Aterro;;
2020-12-29;180102(*);0.30;Autoclave;;
2021-01-04;180401(*);0.00;Aterro;;
2021-01-04;180111(*);0.19;Aterro;;
2021-01-04;180102(*);0.15;Autoclave;;
2021-01-05;180102(*);0.11;Autoclave;;
2021-01-05;180106(*);0.00;Aterro;;
2021-01-05;180102(*);0.00;Autoclave;;
2021-01-05;180103(*);0.00;Autoclave;;
2021-01-05;180401(*);0.00;Aterro;;
2021-01-05;180111(*);0.18;Aterro;;
2021-01-06;180401(*);0.00;Aterro;;
2021-01-06;180111(*);0.28;Aterro;;
2021-01-06;180102(*);0.20;Autoclave;;
2021-01-07;180401(*);0.00;Aterro;;
2021-01-07;180111(*);0.25;Aterro;;
2021-01-07;180102(*);0.13;Autoclave;;
2021-01-08;180102(*);0.26;Autoclave;;
2021-01-08;180401(*);0.00;Aterro;;
2021-01-08;180111(*);0.26;Aterro;;
2021-01-08;180401(*);0.00;Aterro;;
2021-01-08;180111(*);0.23;Aterro;;
2021-01-08;180102(*);0.29;Autoclave;;
